"","state","mean_pm25"
"1","Wyoming",4.51718361473563
"2","Pennsylvania",11.4846859832482
"3","Ohio",13.6593122806358
"4","New Mexico",5.07517482480147
"5","Maryland",13.4975821981933
"6","Rhode Island",8.60843057935686
"7","Oregon",4.05004354943086
"8","Puerto Rico",NA
"9","Wisconsin",7.61722135797288
"10","North Dakota",4.64756966293505
"11","Nevada",3.9279192421809
"12","Georgia",13.4435245007132
"13","New York",8.02055567745232
"14","Arkansas",12.7809043962786
"15","Kansas",7.46639922235826
"16","Nebraska",6.25832877953015
"17","Utah",3.92245151914492
"18","Alaska",2.38451040737791
"19","Mississippi",13.5107461864985
"20","Oklahoma",9.04121036147516
"21","West Virginia",12.3599126284019
"22","Michigan",7.78673603281846
"23","Colorado",4.99844183350121
"24","New Jersey",11.5749666114682
"25","Delaware",13.9878119908085
"26","Montana",4.23917181349951
"27","Washington",4.19979721186834
"28","Connecticut",9.46167839495924
"29","California",6.13756373597548
"30","Kentucky",14.5436445680701
"31","Massachusetts",7.91461751095314
"32","Florida",10.0292814895825
"33","Idaho",4.18885848554381
"34","Missouri",12.2194069905539
"35","Hawaii",NA
"36","Alabama",14.4566335496108
"37","South Carolina",13.5678489026244
"38","New Hampshire",6.24024581365745
"39","South Dakota",5.56552339362106
"40","Illinois",13.5353176450087
"41","Tennessee",13.7760186581377
"42","Indiana",13.5370357622245
"43","Iowa",9.66897717395137
"44","Arizona",5.17205526017137
"45","Minnesota",5.71589169590405
"46","Louisiana",12.2299581091344
"47","District of Columbia",15.6061452567244
"48","Virginia",12.8137934607097
"49","Texas",9.46818813727693
"50","Vermont",6.77240335091561
"51","Maine",4.92287706187489
"52","North Carolina",12.5984647094302
