"","state","mean_pm25"
"1","Wyoming",3.9604432861305
"2","Pennsylvania",10.2837882195463
"3","Ohio",13.4704789989391
"4","New Mexico",4.92729735560497
"5","Maryland",12.5579639929633
"6","Rhode Island",7.77100349797529
"7","Oregon",3.94056232262797
"8","Puerto Rico",NA
"9","Wisconsin",7.33593133565624
"10","North Dakota",4.13297314494015
"11","Nevada",3.97492234398177
"12","Georgia",13.7089711787509
"13","New York",7.09953787713614
"14","Arkansas",12.2675139955513
"15","Kansas",7.21582456796886
"16","Nebraska",6.0772699510091
"17","Utah",3.78324862729538
"18","Alaska",2.29243249873288
"19","Mississippi",13.4409409780378
"20","Oklahoma",8.79700966394917
"21","West Virginia",12.4164366942309
"22","Michigan",7.67530989904573
"23","Colorado",3.88275094397101
"24","New Jersey",10.5812011100345
"25","Delaware",13.3374385098808
"26","Montana",4.06028707965656
"27","Washington",4.12244503580449
"28","Connecticut",9.58988133471615
"29","California",6.24724490516083
"30","Kentucky",14.4379561934055
"31","Massachusetts",7.08261383539192
"32","Florida",10.3121218377266
"33","Idaho",3.88717517916083
"34","Missouri",11.7404665429549
"35","Hawaii",NA
"36","Alabama",14.4822920823017
"37","South Carolina",13.6262777464213
"38","New Hampshire",5.38370204958836
"39","South Dakota",4.88903051083135
"40","Illinois",13.5125435812618
"41","Tennessee",13.489447929752
"42","Indiana",13.8018012097999
"43","Iowa",9.0500327845556
"44","Arizona",5.29584343202046
"45","Minnesota",5.2896255385455
"46","Louisiana",12.1300648362248
"47","District of Columbia",13.0787709518518
"48","Virginia",12.4135827225276
"49","Texas",9.64969719503914
"50","Vermont",5.53080686641114
"51","Maine",4.52062565833674
"52","North Carolina",12.5476761857967
