"","state","mean_pm25"
"1","Wyoming",4.15300757367151
"2","Pennsylvania",10.1971538362047
"3","Ohio",10.5788529109021
"4","New Mexico",4.15942792778803
"5","Maryland",11.5214477417149
"6","Rhode Island",7.97019848138772
"7","Oregon",3.67590699940867
"8","Puerto Rico",NA
"9","Wisconsin",7.00305276357047
"10","North Dakota",4.27553763853421
"11","Nevada",4.10952396575666
"12","Georgia",12.4282591935775
"13","New York",6.94349511431749
"14","Arkansas",10.0113721932842
"15","Kansas",6.32018949714505
"16","Nebraska",5.03651930418727
"17","Utah",4.21695247811922
"18","Alaska",2.14417789500943
"19","Mississippi",10.7116861067895
"20","Oklahoma",7.65673448168319
"21","West Virginia",10.1445540034522
"22","Michigan",6.3905025101089
"23","Colorado",4.11258156112202
"24","New Jersey",10.3181800846153
"25","Delaware",11.0977931846217
"26","Montana",3.59620927296315
"27","Washington",4.1219830278311
"28","Connecticut",7.9628900482809
"29","California",5.19406336875857
"30","Kentucky",11.4081994920502
"31","Massachusetts",7.30110275184088
"32","Florida",8.73753048155588
"33","Idaho",4.19532795355926
"34","Missouri",8.65768084469346
"35","Hawaii",NA
"36","Alabama",12.5187310143659
"37","South Carolina",12.1984341177551
"38","New Hampshire",5.6117719480023
"39","South Dakota",4.45518567663557
"40","Illinois",9.47215966961706
"41","Tennessee",11.0846557768503
"42","Indiana",10.3354585765131
"43","Iowa",7.44308462240272
"44","Arizona",4.699558169405
"45","Minnesota",5.30793299424034
"46","Louisiana",10.3370386533734
"47","District of Columbia",14.7681564352366
"48","Virginia",10.9820590324122
"49","Texas",7.34325018465398
"50","Vermont",5.35797450951352
"51","Maine",4.49403908888852
"52","North Carolina",10.9472449771086
