"","state","mean_pm25"
"1","Wyoming",4.34488555369732
"2","Pennsylvania",10.9995615219087
"3","Ohio",12.9120332473015
"4","New Mexico",4.73999364589135
"5","Maryland",13.1872495372823
"6","Rhode Island",8.59892066176046
"7","Oregon",3.91280444641549
"8","Puerto Rico",NA
"9","Wisconsin",7.77719717471555
"10","North Dakota",4.78664197776214
"11","Nevada",3.99181745470107
"12","Georgia",12.6285709429758
"13","New York",7.62353136115488
"14","Arkansas",12.0789151531178
"15","Kansas",7.10369782529328
"16","Nebraska",5.89524050092654
"17","Utah",4.12498819450056
"18","Alaska",2.27705920628158
"19","Mississippi",12.6175520213295
"20","Oklahoma",8.55823769799003
"21","West Virginia",11.081347774644
"22","Michigan",7.32389916301972
"23","Colorado",4.79228838628851
"24","New Jersey",11.73818450585
"25","Delaware",13.7913463326355
"26","Montana",4.01656858567395
"27","Washington",4.2050745422176
"28","Connecticut",9.23047681306459
"29","California",5.60565810828347
"30","Kentucky",13.688391110917
"31","Massachusetts",8.33670560440689
"32","Florida",9.24752131244136
"33","Idaho",4.19718169165509
"34","Missouri",11.024417225273
"35","Hawaii",NA
"36","Alabama",13.5571760886181
"37","South Carolina",12.5094212999788
"38","New Hampshire",6.5171135983476
"39","South Dakota",5.37073962118725
"40","Illinois",12.4263161313156
"41","Tennessee",13.4103939886403
"42","Indiana",12.6633302602372
"43","Iowa",9.38980201182666
"44","Arizona",5.07111732646851
"45","Minnesota",6.20541600468103
"46","Louisiana",11.5420285488339
"47","District of Columbia",15.7888268145769
"48","Virginia",12.3061985265721
"49","Texas",8.74469610680246
"50","Vermont",6.60141298285954
"51","Maine",5.15459361614337
"52","North Carolina",11.9791996856666
