"","state","mean_pm25"
"1","Wyoming",3.92061997399924
"2","Pennsylvania",10.0300623344137
"3","Ohio",13.9630295863774
"4","New Mexico",5.43222609089854
"5","Maryland",12.4924626282281
"6","Rhode Island",7.55026254412591
"7","Oregon",3.97005864003151
"8","Puerto Rico",NA
"9","Wisconsin",7.57309208092972
"10","North Dakota",4.96867578994897
"11","Nevada",3.89283144285391
"12","Georgia",14.5806112992144
"13","New York",6.91173398065974
"14","Arkansas",13.2853054686226
"15","Kansas",8.09163870101008
"16","Nebraska",6.46251193438053
"17","Utah",3.5232652822221
"18","Alaska",2.07500523088201
"19","Mississippi",14.0138936564036
"20","Oklahoma",9.39011627246519
"21","West Virginia",11.9497207829731
"22","Michigan",7.65875510624293
"23","Colorado",4.15816726733151
"24","New Jersey",10.5957164691619
"25","Delaware",13.8143195426623
"26","Montana",4.23387060039086
"27","Washington",4.07185217657643
"28","Connecticut",8.90736872667207
"29","California",6.28430374053931
"30","Kentucky",14.6404013503877
"31","Massachusetts",7.11624458995448
"32","Florida",10.7900713848361
"33","Idaho",3.73401920239225
"34","Missouri",12.6011937303834
"35","Hawaii",NA
"36","Alabama",15.2053884188823
"37","South Carolina",14.2689512773317
"38","New Hampshire",5.43488268172941
"39","South Dakota",5.21310963697155
"40","Illinois",14.226489153012
"41","Tennessee",14.5058709044943
"42","Indiana",14.3573064731696
"43","Iowa",9.54253773172329
"44","Arizona",5.42442515630098
"45","Minnesota",5.54838989798851
"46","Louisiana",12.8374226391169
"47","District of Columbia",12.7027932918272
"48","Virginia",12.9180925020067
"49","Texas",10.2950576147278
"50","Vermont",5.78434853253224
"51","Maine",4.65140270110151
"52","North Carolina",13.3664329943375
