"","state","mean_pm25"
"1","Wyoming",3.74117638154152
"2","Pennsylvania",8.88686948609465
"3","Ohio",9.32635959151668
"4","New Mexico",3.8454352318566
"5","Maryland",10.1226827648036
"6","Rhode Island",7.07670952478116
"7","Oregon",3.6338873936972
"8","Puerto Rico",NA
"9","Wisconsin",6.81514544820496
"10","North Dakota",4.29941709816731
"11","Nevada",4.11989148510544
"12","Georgia",10.5394727891027
"13","New York",5.88724718227045
"14","Arkansas",9.26530521156281
"15","Kansas",5.75213601244239
"16","Nebraska",4.65143021170756
"17","Utah",3.7245992515734
"18","Alaska",2.35347223554093
"19","Mississippi",9.49025252405034
"20","Oklahoma",6.90116269486263
"21","West Virginia",8.28548708203862
"22","Michigan",5.80297319805792
"23","Colorado",3.67441167322957
"24","New Jersey",9.84542684959626
"25","Delaware",10.1387901030802
"26","Montana",3.30427449392715
"27","Washington",3.89225945826393
"28","Connecticut",6.97855975092826
"29","California",5.24486171752387
"30","Kentucky",9.78123353900705
"31","Massachusetts",6.31573328937544
"32","Florida",7.5326616609402
"33","Idaho",3.82930003739984
"34","Missouri",8.37636657565794
"35","Hawaii",NA
"36","Alabama",10.7596478481768
"37","South Carolina",10.6703816684197
"38","New Hampshire",4.81522971274123
"39","South Dakota",4.42907398299577
"40","Illinois",9.03060947534459
"41","Tennessee",9.54252800169353
"42","Indiana",9.36174635557323
"43","Iowa",7.6372934936014
"44","Arizona",4.81513484359385
"45","Minnesota",5.38061002414821
"46","Louisiana",8.54630750562988
"47","District of Columbia",12.5508379962857
"48","Virginia",9.31181171623605
"49","Texas",6.49631584424288
"50","Vermont",4.51264711093069
"51","Maine",3.81080027464417
"52","North Carolina",9.69994499034619
